"ID","Game","Where it appears","Type","English","Portuguese","Your feedback","Suggested Portuguese"
"SHR-027","Shared","Account and sign in","In-game","Cancel","Cancelar","",""
"SHR-028","Shared","Account and sign in","In-game","Delete","Apagar","",""
"SHR-029","Shared","Account and sign in","In-game","Deleting your account…","Apagando sua conta…","",""
"SHR-030","Shared","Account and sign in","In-game","For security, sign out and sign in again, then delete.","Por segurança, saia, entre de novo e apague a conta depois disso.","",""
"SHR-031","Shared","Account and sign in","In-game","Confirmation cancelled. Try again.","Você cancelou a confirmação. Tente de novo.","",""
"SHR-032","Shared","Account and sign in","In-game","Could not delete your account. Please try again.","Não deu para apagar sua conta. Tente de novo.","",""
"SHR-033","Shared","Talk to the creator","In-game","Talk to creator","Fale com o criador","",""
"SHR-034","Shared","Talk to the creator","In-game","Hey! Hope you’re having fun 🙂

Found a bug, got an idea, or want more categories or games? Tell me — let me fix it for you.","Oi! Espero que vocês estejam se divertindo 🙂

Achou um erro, teve uma ideia ou quer mais categorias e jogos? Me conta que eu arrumo.","",""
"SHR-035","Shared","Talk to the creator","In-game","Write a message…","Escreva uma mensagem…","",""
"SHR-036","Shared","Talk to the creator","In-game","One moment, that was a little too fast.","Calma, isso foi rápido demais.","",""
"SHR-037","Shared","Talk to the creator","In-game","That is a lot of messages for one day. Try again tomorrow.","Já são muitas mensagens por hoje. Tente amanhã.","",""
"SHR-038","Shared","Talk to the creator","In-game","Could not send. Please try again.","Não deu para enviar. Tente de novo.","",""
"SHR-039","Shared","Talk to the creator","In-game","Close","Fechar","",""
"SHR-040","Shared","Talk to the creator","In-game","Message","Mensagem","",""
"SHR-041","Shared","Talk to the creator","In-game","Send","Enviar","",""
"SHR-042","Shared","Talk to the creator","In-game","typing","digitando","",""
"SHR-043","Shared","Language","In-game","This room is in {lang}","Esta sala está em {lang}","",""
"SHR-044","Shared","Language","In-game","The whole game will be in {lang}: the words and the buttons. Everyone in a room plays in the same language.","O jogo inteiro vai ser em {lang}: as palavras e os botões. Numa sala todo mundo joga no mesmo idioma.","",""
"SHR-045","Shared","Language","In-game","Continue in {lang}","Continuar em {lang}","",""
"SHR-046","Shared","Language","In-game","Language","Idioma","",""
"SHR-047","Shared","Language","In-game","English","inglês","",""
"SHR-048","Shared","Language","In-game","Spanish","espanhol","",""
"SHR-049","Shared","Language","In-game","Portuguese","português","",""
